Unnamed: 0,descricao,a,b,c,d,e,src
44," Dadas as proposições,  I. Se 870 é múltiplo de 4, então 169 é quadrado perfeito. II. 870 é múltiplo de 4 e 169 é quadrado perfeito. III. 870 é múltiplo de 4 ou 169 é quadrado perfeito. IV. 870 é múltiplo de 4 se e somente se 169 é quadrado perfeito.  verifica-se que, à luz da lógica proposicional, têm valores lógicos verdadeiros    ","I e III, apenas. ","I e IV, apenas. ","II e III, apenas. ","II e IV, apenas. ","I, II, III e IV. ",/questoes-de-concursos/questoes/d5eee7fd-76
45," Investigando uma fraude bancária, a polícia colheu evidências de que as seguintes afirmações são verdadeiras:- Se Pedro é culpado, então João é culpado. - Se Pedro é inocente, então João ou Carlos são culpados. - Se Carlos é inocente, então João é inocente. - Se Carlos é culpado, então Pedro é culpado. As evidências colhidas pela polícia indicam, portanto, que: ","Pedro, João e Carlos são inocentes.","Pedro é culpado, mas João e Carlos são inocentes.","Pedro, João e Carlos são culpados.","Pedro e João são inocentes, mas Carlos é culpado.","Pedro e Carlos são culpados, mas João é inocente.",/questoes-de-concursos/questoes/a749476e-75
46, De acordo com a equivalência lógica a negação da frase “O mato é verde e o céu é azul” é a frase: ,O mato não é verde e o céu não é azul.,O mato não é verde ou o céu não é azul.,O mato não é verde e o céu é azul,O mato é verde e o céu não é azul.,O mato não é verde ou o céu é azul.,/questoes-de-concursos/questoes/13304978-73
47," Considere as proposições:A: “O Clube A jogará a Copa Sulamericana”.B: “O Clube A jogará a Copa do Brasil”.C: “O Clube A jogará a Copa Sulamericana ou jogará a Copa do Brasil, mas não jogará ambas”.Assinale a alternativa que simboliza a proposição C. ",(A ∧ ~ B ) → ~ (A ∧ B ),(A ∨ B ) ∧ ~ ( A ∧ B ),(A ∨ B ) → ( A ∧ B ),(A ∧ B ) ∨ (A ∨ B ),( A ∨ B ) ∨ ~ ( A ∨ B ),/questoes-de-concursos/questoes/b45fea9c-6e
48," Dizer que não é verdade que Francisco é dentista e Tânia é enfermeira, é logicamente equivalente a dizer que é verdade que:  ",Francisco não é dentista e Tânia não é enfermeira,Francisco não é dentista ou Tânia não é enfermeira,"Se francisco não é dentista, então Tânia não é enfermeira",Francisco é dentista ou Tânia não é enfermeira,"Se francisco não é dentista, então Tânia é enfermeira",/questoes-de-concursos/questoes/a4e43272-6e
49, Seja NE a abreviatura de Nordeste. A negação de “O Piauí faz parte do NE ou o Paraná não faz parte do NE” é: ,o Piauí não faz parte do NE.,o Paraná faz parte do NE.,o Piauí não faz parte do NE ou o Paraná faz parte do NE.,o Piauí não faz parte do NE e o Paraná faz parte do NE.,o Piauí e o Paraná fazem parte do NE.,/questoes-de-concursos/questoes/9bb77c8a-6e
50," Dizer que “Alexandre foi aos Lençóis Maranhenses, se e somente se, fez sol” é logicamente equivalente dizer que: ","Se Alexandre foi aos Lençóis Maranhenses, então fez sol.","Fez sol, se somente se, Alexandre foi aos Lençóis Maranhenses.",Ou Alexandre foi aos Lençóis Maranhenses ou fez sol.,"Não fez sol, se somente se, Alexandre foi aos Lençóis Maranhenses.","Se Alexandre foi aos Lençóis Maranhenses, então não fez sol.",/questoes-de-concursos/questoes/7b1fa757-6b
51," A negação da proposição ""Não vou chorar e não vou me arrepender."" é: ",Vou chorar ou não vou me arrepender.,Vou chorar e vou me arrepender.,Se eu chorar vou me arrepender.,Vou chorar ou vou me arrepender.,"Vou me arrepender, se e somente se, não chorar.",/questoes-de-concursos/questoes/75121d8c-68
52, A negação de “Danielle comprou uma fantasia e foi à Passarela do Samba com Marcos” é: ,Danielle não comprou uma fantasia e foi à Passarela do Samba sozinha.,Danielle não comprou uma fantasia e não foi à Passarela do Samba com Marcos.,Danielle não comprou uma fantasia ou não foi à Passarela do Samba com Marcos.,Danielle não comprou fantasia e não foi à Passarela do Samba.,"Danielle comprou fantasia, mas não foi à Passarela do Samba com Marcos.",/questoes-de-concursos/questoes/5026fb2b-5f
53, De acordo com a equivalência lógica a negação da frase “O mato é verde e o céu é azul” é a frase:  ,O mato não é verde e o céu não é azul.,O mato não é verde ou o céu não é azul. ,O mato não é verde e o céu é azul , O mato é verde e o céu não é azul.,O mato não é verde ou o céu é azul. ,/questoes-de-concursos/questoes/7131814e-59
54, Dizer que não é verdade que “Joana possui um vestido azul ou Carlos possui uma camisa preta” é logicamente equivalente a dizer que é verdade que ,“Joana não possui um vestido azul e Carlos não possui uma camisa preta”.,“Joana não possui um vestido azul ou Carlos não possui uma camisa preta”.,"“Joana não possui um vestido azul se, e somente se, Carlos não possui uma camisa preta”.",“Joana possui um vestido azul se Carlos não possui uma camisa preta”.,“Joana possui um vestido azul e Carlos não possui uma camisa preta”.,/questoes-de-concursos/questoes/ab3333d2-53
55," Um argumento válido para: “Se João estudou, então Paulo foi aprovado no concurso. Se Paulo foi aprovado no concurso, então Ana não é dentista”, é: ","Se João estudou, então Ana é dentista.","Se João não estudou, então Ana não é dentista.","Se João não estudou, então Ana é dentista.","Se João estudou, então Ana não é dentista.","Se João não estudou, então Paulo não foi aprovado no concurso.",/questoes-de-concursos/questoes/4eef6e36-4f
56," A frase “Se a ave voa, então o sapo pula” é equivalente a frase: ",A ave não voa ou o sapo pula.,O sapo não pula ou a ave voa.,"Se o sapo pula, então a ave não voa.","O sapo pula se, e somente se, a ave voa.",A ave não voa e o sapo não pula.,/questoes-de-concursos/questoes/4ee6bcbb-4f
57," Do ponto de vista da lógica, a negação da frase “alguns dos meus irmãos não vão ao cinema nos sábados à tarde” é ","excetuando um dos meus irmãos, os demais vão ao cinema nos sábados à tarde.",alguns dos meus irmãos vão ao cinema nos sábados à tarde.,todos os meus irmãos não vão ao cinema nos sábados à tarde.,todos os meus irmãos vão ao cinema nos sábados à tarde.,somente um dos meus irmãos não vai ao cinema nos sábados à tarde.,/questoes-de-concursos/questoes/4d038661-4f
58,error," Se o meu salário não entrou na conta, então eu não paguei o aluguel e não comprei comida.  ","Se eu paguei o aluguel e comprei comida, então o meu salário entrou na conta. ",O meu salário entrou na conta e eu comprei comida e paguei o aluguel. ," Se o meu salário não entrou na conta, então eu não paguei o aluguel ou não comprei comida.  "," Se eu não paguei o aluguel e não comprei comida, então o meu salário não entrou na conta.  ",/questoes-de-concursos/questoes/95fbad1f-4d
59, A negação lógica da afirmação: “Corro bastante e não tomo chuva” é ,Não corro bastante e tomo chuva.,Tomo chuva ou não corro bastante.,Tomo chuva porque não corro bastante.,"Se eu corro bastante, então não tomo chuva.",Corro bastante ou tomo chuva.,/questoes-de-concursos/questoes/c383c5ff-4d
60," Uma afirmação equivalente à afirmação – Se Glória é dançarina ou cantora, mas não ambos, então Fábio não é ator. – é: ","Se Fábio não é ator, então Glória é dançarina ou cantora, mas não ambos.","Se Fábio é ator, então Glória não é dançarina nem cantora ou Glória é dançarina e cantora.","Se Fábio é ator, então Glória não é dançarina, mas é cantora.","Se Glória não é dançarina nem cantora ou é dançarina e cantora, então Fábio é ator.","Se Fábio não é ator, então Glória é dançarina, mas não é cantora ou Glória não é dançarina, mas é cantora.",/questoes-de-concursos/questoes/3dc368cc-49
61, Dizer que não é verdade que “José não é mecânico ou João é pedreiro” é logicamente equivalente a dizer que ,José é mecânico e João não é pedreiro., José não é mecânico e João não é pedreiro., José é mecânico ou João não é pedreiro.,José não é mecânico ou João não é pedreiro.,José é mecânico ou João é pedreiro.,/questoes-de-concursos/questoes/c734cb46-44
62," Se João chegar bravo em casa, então Claudete foge para o quarto e Beto não entra em casa. Uma afirmação que corresponde à negação da afirmação anterior é: ","João não chega bravo em casa e, Claudete não foge para o quarto ou Beto entra em casa. ","Se João não chega bravo em casa, então Claudete não foge para o quarto e Beto entra em casa. ","João chega bravo em casa e, Claudete não foge para o quarto ou Beto entra em casa. ","Se Claudete não foge para o quarto ou Beto entra em casa, então João não chegou em casa bravo. ","Se Claudete foge para o quarto e Beto não entra em casa, então João chegou bravo em casa. ",/questoes-de-concursos/questoes/099b2b37-44
63," Dizer que não é verdade que Mônica é Bonita e Laura é rica, é logicamente equivalente a dizer que é verdade que ",Mônica não é Bonita e Laura não é rica. ,Mônica é Bonita ou Laura não é rica. ,"Se Mônica não é Bonita, então Laura é rica. ",Mônica não é Bonita ou Laura não é rica. ,"Se Mônica não é Bonita, então Laura não é rica. ",/questoes-de-concursos/questoes/3fe6f7e7-43
64," Dizer que a afirmação “todos os flamenguistas são cariocas” é falsa, do ponto de vista lógico, equivale a dizer que a seguinte afirmação é verdadeira. ",Nenhum carioca é flamenguista. ,Pelo menos um carioca não é flamenguista. ,Pelo menos um flamenguista não é Carioca. ,Todos os não cariocas são não flamenguistas. ,Nenhum flamenguista é carioca. ,/questoes-de-concursos/questoes/3fc29c19-43
65," A negação da afirmativa condicional ”Se estiver frio, eu levo o casaco” é: ",não está frio e eu levo o casaco.,não está frio e eu não levo o casaco.,"se estiver frio, eu não levo o casaco.",está frio e eu não levo o casaco.,"se não estiver frio, eu levo o casaco.",/questoes-de-concursos/questoes/47a8e719-43
66, Qual a proposição contrária a ∀x((Gx v Cx) → Ax)? ,∀x (~(Gx v Cx) → Ax) ,∀x (Ax → (Gx v Cx)) ,∃x ((Gx v Cx) &amp Ax) ,∀x ((Gx v Cx) → ~Ax) ,∃x ((Gx v Cx) &amp ~Ax) ,/questoes-de-concursos/questoes/692f2e7f-3e
67," Correlacione as funções numeradas à esquerda com as suas respectivas funções equivalentes.Qual a ordem correta, de cima para baixo?   ",1 – 3 – 2 – 4 ,3 – 1 – 2 – 4 ,4 – 1 – 2 – 3 ,4 – 2 – 1 – 3,4 – 3 – 1 – 2 ,/questoes-de-concursos/questoes/692a9979-3e
68,none,none,none,none,none,none,/questoes-de-concursos/questoes/c8cd670e-3d
69,none,none,none,none,none,none,/questoes-de-concursos/questoes/bc748d68-3a
70," Texto CG1A06AAA  A Polícia Civil de determinado município prendeu, na sexta-feira, um jovem de 22 anos de idade suspeito de ter cometido assassinatos em série. Ele é suspeito de cortar, em três partes, o corpo de outro jovem e de enterrar as partes em um matagal, na região interiorana do município. Ele é suspeito também de ter cometido outros dois esquartejamentos, já que foram encontrados vídeos em que ele supostamente aparece executando os crimes  Assinale a opção que é logicamente equivalente à proposição “Ele é suspeito também de ter cometido outros dois esquartejamentos, já que foram encontrados vídeos em que ele supostamente aparece executando os crimes”, presente no texto CG1A06AAA. "," Se foram encontrados vídeos em que ele supostamente aparece executando os dois esquartejamentos, ele é suspeito também de ter cometido esses crimes. "," Ele não é suspeito de outros dois esquartejamentos, já que não foram encontrados vídeos em que ele supostamente aparece executando os crimes. "," Se não foram encontrados vídeos em que ele supostamente aparece executando os dois esquartejamentos, ele não é suspeito desses crimes. "," Como ele é suspeito de ter cometido também dois esquartejamentos, foram encontrados vídeos em que ele supostamente aparece executando os crimes. "," Foram encontrados vídeos em que ele supostamente aparece executando os dois esquartejamentos, pois ele é também suspeito de ter cometido esses crimes. ",/questoes-de-concursos/questoes/76d69baf-38
71," Assinale a alternativa que apresenta a negação da proposição “Se o suspeito está na cena do crime, a vítima foi assassinada”. ",O suspeito está na cena do crime e a vítima não foi assassinada.,"Se o suspeito não está na cena do crime, a vítima não foi assassinada.","Se o suspeito está na cena do crime, a vítima não foi assassinada.",O suspeito não está na cena do crime e a vítima foi assassinada.,"Se o suspeito não está na cena do crime, a vítima foi assassinada.",/questoes-de-concursos/questoes/d28b16b7-37
72, Considere a seguinte proposição: A negação dessa proposição é logicamente equivalente a:   , Se João não estuda então Marcela não chora.,João não estuda ou Marcela não chora.,João não estuda e Marcela não chora. ,João estuda e Marcela não chora.,João estuda ou Marcela não chora.,/questoes-de-concursos/questoes/02fa5372-2f
